All riders in the 23 Tour teams listed.;;0;;;;;;;;Copy this:;0;;;;;;;;;;;;;;
FISHER-BLACK Finn;RBH;540;;;;;;;;;;;;;;;;;;;;;;;
HAJEK Alexander;RBH;257;;;;;;;;;;;;;;;;;;;;;;;
HERZOG Emil;RBH;111;;;;;;;;;;;;;;;;;;;;;;;
HINDLEY Jai;RBH;454;;;;;;;;;;;;;;;;;;;;;;;
KOCH Jonas;RBH;64;;;;;;;;;;;;;;;;;;;;;;;
LAZKANO LOPEZ Oier;RBH;213;;;;;;;;;;;;;;;;;;;;;;;
MACIEJUK Filip;RBH;108;;;;;;;;;;;;;;;;;;;;;;;
MARTINEZ POVEDA Daniel Felipe;RBH;148;;;;;;;;;;;;;;;;;;;;;;;
MULLEN Ryan William;RBH;106;;;;;;;;;;;;;;;;;;;;;;;
PALZER Anton;RBH;18;;;;;;;;;;;;;;;;;;;;;;;
PELLIZZARI Giulio;RBH;460;;;;;;;;;;;;;;;;;;;;;;;
SOBRERO Matteo;RBH;73;;;;;;;;;;;;;;;;;;;;;;;
TRATNIK Jan;RBH;188;;;;;;;;;;;;;;;;;;;;;;;
VAN DIJKE Tim;RBH;91;;;;;;;;;;;;;;;;;;;;;;;
VAN GILS Maxim;RBH;380;;;;;;;;;;;;;;;;;;;;;;;
WANDAHL Frederik;RBH;361;;;;;;;;;;;;;;;;;;;;;;;
WELSFORD Sam;RBH;323;;;;;;;;;;;;;;;;;;;;;;;
ZWIEHOFF Ben;RBH;150;;;;;;;;;;;;;;;;;;;;;;;
BASTIAENS Ayco;SOQ;30;;;;;;;;;;;;;;;;;;;;;;;
CERNY Josef;SOQ;73;;;;;;;;;;;;;;;;;;;;;;;
GAROFOLI Gianmarco;SOQ;153;;;;;;;;;;;;;;;;;;;;;;;
GELDERS Gil;SOQ;128;;;;;;;;;;;;;;;;;;;;;;;
HAYTER Ethan;SOQ;329;;;;;;;;;;;;;;;;;;;;;;;
HUBY Antoine;SOQ;40;;;;;;;;;;;;;;;;;;;;;;;
KNOX James;SOQ;105;;;;;;;;;;;;;;;;;;;;;;;
LAMPAERT Yves;SOQ;92;;;;;;;;;;;;;;;;;;;;;;;
LAMPERTI Luke;SOQ;472;;;;;;;;;;;;;;;;;;;;;;;
LANDA MEANA Mikel;SOQ;903;;;;;;;;;;;;;;;;;;;;;;;
LECERF William Junior;SOQ;284;;;;;;;;;;;;;;;;;;;;;;;
MAGNIER Paul;SOQ;878;;;;;;;;;;;;;;;;;;;;;;;
RACCAGNI NOVIERO Andrea;SOQ;20;;;;;;;;;;;;;;;;;;;;;;;
REINDERINK Pepijn;SOQ;96;;;;;;;;;;;;;;;;;;;;;;;
SERRY Pieter;SOQ;35;;;;;;;;;;;;;;;;;;;;;;;
SVRCEK Martin;SOQ;76;;;;;;;;;;;;;;;;;;;;;;;
VAN GESTEL Dries;SOQ;15;;;;;;;;;;;;;;;;;;;;;;;
VANGHELUWE Warre;SOQ;61;;;;;;;;;;;;;;;;;;;;;;;
VANSEVENANT Mauri;SOQ;296;;;;;;;;;;;;;;;;;;;;;;;
VERVAEKE Louis;SOQ;76;;;;;;;;;;;;;;;;;;;;;;;
WARLOP Jordi;SOQ;25;;;;;;;;;;;;;;;;;;;;;;;
ARNDT Nikias;TBV;69;;;;;;;;;;;;;;;;;;;;;;;
BILBAO LOPEZ DE ARMENTIA Pello;TBV;704;;;;;;;;;;;;;;;;;;;;;;;
BRUTTOMESSO Alberto;TBV;50;;;;;;;;;;;;;;;;;;;;;;;
BURATTI Nicolo;TBV;63;;;;;;;;;;;;;;;;;;;;;;;
CARUSO Damiano;TBV;351;;;;;;;;;;;;;;;;;;;;;;;
ERMAKOV Roman;TBV;60;;;;;;;;;;;;;;;;;;;;;;;
ERZEN Zak;TBV;45;;;;;;;;;;;;;;;;;;;;;;;
EULALIO Afonso;TBV;178;;;;;;;;;;;;;;;;;;;;;;;
GOVEKAR Matevz;TBV;219;;;;;;;;;;;;;;;;;;;;;;;
KEPPLINGER Rainer;TBV;110;;;;;;;;;;;;;;;;;;;;;;;
MIHOLJEVIC Fran;TBV;44;;;;;;;;;;;;;;;;;;;;;;;
PAASSCHENS Mathijs;TBV;45;;;;;;;;;;;;;;;;;;;;;;;
PASQUALON Andrea;TBV;62;;;;;;;;;;;;;;;;;;;;;;;
PICKERING Finlay;TBV;67;;;;;;;;;;;;;;;;;;;;;;;
SKERL Daniel;TBV;21;;;;;;;;;;;;;;;;;;;;;;;
STOCKWELL Oliver;TBV;5;;;;;;;;;;;;;;;;;;;;;;;
TIBERI Antonio;TBV;524;;;;;;;;;;;;;;;;;;;;;;;
TRAEEN Torstein;TBV;80;;;;;;;;;;;;;;;;;;;;;;;
TU Chih Hao Sergio;TBV;0;;;;;;;;;;;;;;;;;;;;;;;
VAN DER MEULEN Max;TBV;35;;;;;;;;;;;;;;;;;;;;;;;
VAN MECHELEN Vlad;TBV;68;;;;;;;;;;;;;;;;;;;;;;;
ZAMBANINI Edoardo;TBV;663;;;;;;;;;;;;;;;;;;;;;;;
BONIFACE Lucas;TEN;28;;;;;;;;;;;;;;;;;;;;;;;
BONNET Thomas;TEN;58;;;;;;;;;;;;;;;;;;;;;;;
BOULAHOITE Rayan;TEN;42;;;;;;;;;;;;;;;;;;;;;;;
BRUNEL Alexys;TEN;107;;;;;;;;;;;;;;;;;;;;;;;
CRAS Steff;TEN;308;;;;;;;;;;;;;;;;;;;;;;;
DAUPHIN Florian;TEN;141;;;;;;;;;;;;;;;;;;;;;;;
DELBOVE Joris;TEN;179;;;;;;;;;;;;;;;;;;;;;;;
DELETTRE Alexandre;TEN;295;;;;;;;;;;;;;;;;;;;;;;;
DOUBEY Fabien;TEN;220;;;;;;;;;;;;;;;;;;;;;;;
DUJARDIN Sandy;TEN;290;;;;;;;;;;;;;;;;;;;;;;;
GACHIGNARD Thomas;TEN;286;;;;;;;;;;;;;;;;;;;;;;;
GRELLIER Fabien;TEN;50;;;;;;;;;;;;;;;;;;;;;;;
JEANNIERE Emilien;TEN;977;;;;;;;;;;;;;;;;;;;;;;;
JEGAT Jordan;TEN;491;;;;;;;;;;;;;;;;;;;;;;;
JOUSSEAUME Alan;TEN;49;;;;;;;;;;;;;;;;;;;;;;;
LATOUR Pierre;TEN;302;;;;;;;;;;;;;;;;;;;;;;;
LEROUX Samuel;TEN;153;;;;;;;;;;;;;;;;;;;;;;;
MANZIN Lorrenzo;TEN;32;;;;;;;;;;;;;;;;;;;;;;;
MARCEROU Nicola;TEN;5;;;;;;;;;;;;;;;;;;;;;;;
RETAILLEAU Valentin;TEN;20;;;;;;;;;;;;;;;;;;;;;;;
SOUPE Geoffrey;TEN;19;;;;;;;;;;;;;;;;;;;;;;;
TESSON Jason;TEN;133;;;;;;;;;;;;;;;;;;;;;;;
TURGIS Anthony;TEN;400;;;;;;;;;;;;;;;;;;;;;;;
VADIC Baptiste;TEN;3;;;;;;;;;;;;;;;;;;;;;;;
VERCHER Matteo;TEN;319;;;;;;;;;;;;;;;;;;;;;;;
BARDET Romain;TPP;485;;;;;;;;;;;;;;;;;;;;;;;
BARGUIL Warren;TPP;255;;;;;;;;;;;;;;;;;;;;;;;
BITTNER Pavel;TPP;503;;;;;;;;;;;;;;;;;;;;;;;
COMBAUD Romain;TPP;60;;;;;;;;;;;;;;;;;;;;;;;
DEGENKOLB John;TPP;95;;;;;;;;;;;;;;;;;;;;;;;
DHONDT Robbe;TPP;15;;;;;;;;;;;;;;;;;;;;;;;
DINHAM Matthew;TPP;0;;;;;;;;;;;;;;;;;;;;;;;
EDDY Patrick;TPP;64;;;;;;;;;;;;;;;;;;;;;;;
EDMONDSON Alexander;TPP;40;;;;;;;;;;;;;;;;;;;;;;;
EEKHOFF Nils;TPP;266;;;;;;;;;;;;;;;;;;;;;;;
FLYNN Sean;TPP;185;;;;;;;;;;;;;;;;;;;;;;;
HAMILTON Christopher;TPP;79;;;;;;;;;;;;;;;;;;;;;;;
JAKOBSEN Fabio;TPP;55;;;;;;;;;;;;;;;;;;;;;;;
KOERDT Bjoern;TPP;95;;;;;;;;;;;;;;;;;;;;;;;
LEEMREIZE Gijs;TPP;99;;;;;;;;;;;;;;;;;;;;;;;
LEIJNSE Enzo;TPP;50;;;;;;;;;;;;;;;;;;;;;;;
MÄRKL Niklas;TPP;57;;;;;;;;;;;;;;;;;;;;;;;
MARTINEZ HUERTAS Juan Guillermo;TPP;175;;;;;;;;;;;;;;;;;;;;;;;
NABERMAN Tim;TPP;20;;;;;;;;;;;;;;;;;;;;;;;
POOLE Max;TPP;741;;;;;;;;;;;;;;;;;;;;;;;
ROOSEN Timo;TPP;15;;;;;;;;;;;;;;;;;;;;;;;
VAN DEN BERG Julius;TPP;74;;;;;;;;;;;;;;;;;;;;;;;
VAN UDEN Casper;TPP;270;;;;;;;;;;;;;;;;;;;;;;;
VERMAERKE Kevin;TPP;422;;;;;;;;;;;;;;;;;;;;;;;
WELTEN Bram;TPP;29;;;;;;;;;;;;;;;;;;;;;;;
BRENNER Marco;TUD;391;;;;;;;;;;;;;;;;;;;;;;;
DAINESE Alberto;TUD;235;;;;;;;;;;;;;;;;;;;;;;;
DE KLEIJN Arvid;TUD;371;;;;;;;;;;;;;;;;;;;;;;;
ERIKSSON Jacob;TUD;50;;;;;;;;;;;;;;;;;;;;;;;
ERIKSSON Lucas;TUD;63;;;;;;;;;;;;;;;;;;;;;;;
FROIDEVAUX Robin;TUD;40;;;;;;;;;;;;;;;;;;;;;;;
HALLER Marco;TUD;295;;;;;;;;;;;;;;;;;;;;;;;
HEMING Mika;TUD;30;;;;;;;;;;;;;;;;;;;;;;;
HIRSCHI Marc;TUD;1824;;;;;;;;;;;;;;;;;;;;;;;
KELEMEN Petr;TUD;26;;;;;;;;;;;;;;;;;;;;;;;
KLUCKERS Arthur;TUD;80;;;;;;;;;;;;;;;;;;;;;;;
KOLZE CHANGIZI Sebastian;TUD;32;;;;;;;;;;;;;;;;;;;;;;;
KRIEGER Alexander;TUD;45;;;;;;;;;;;;;;;;;;;;;;;
LIENHARD Fabian;TUD;117;;;;;;;;;;;;;;;;;;;;;;;
MAYRHOFER Marius;TUD;125;;;;;;;;;;;;;;;;;;;;;;;
MIKUTIS Aivaras;TUD;47;;;;;;;;;;;;;;;;;;;;;;;
PLUIMERS Rick;TUD;446;;;;;;;;;;;;;;;;;;;;;;;
RONDEL Mathys;TUD;193;;;;;;;;;;;;;;;;;;;;;;;
STORER Michael;TUD;948;;;;;;;;;;;;;;;;;;;;;;;
STORK Florian;TUD;347;;;;;;;;;;;;;;;;;;;;;;;
THALMANN Roland;TUD;26;;;;;;;;;;;;;;;;;;;;;;;
VOISARD Yannis;TUD;166;;;;;;;;;;;;;;;;;;;;;;;
WARBASSE Larry;TUD;140;;;;;;;;;;;;;;;;;;;;;;;
WEISS Fabian;TUD;39;;;;;;;;;;;;;;;;;;;;;;;
WILKSCH Hannes;TUD;55;;;;;;;;;;;;;;;;;;;;;;;
WIRTGEN Luc;TUD;21;;;;;;;;;;;;;;;;;;;;;;;
ZIJLAARD Maikel;TUD;155;;;;;;;;;;;;;;;;;;;;;;;
BEHRENS Niklas;TVL;91;;;;;;;;;;;;;;;;;;;;;;;
BRENNAN Matthew;TVL;717;;;;;;;;;;;;;;;;;;;;;;;
GLOAG Thomas;TVL;148;;;;;;;;;;;;;;;;;;;;;;;
GRAAT Tijmen;TVL;78;;;;;;;;;;;;;;;;;;;;;;;
HAGENES Per Strand;TVL;385;;;;;;;;;;;;;;;;;;;;;;;
HUISING Menno;TVL;41;;;;;;;;;;;;;;;;;;;;;;;
KELDERMAN Wilco;TVL;538;;;;;;;;;;;;;;;;;;;;;;;
KOOIJ Olav;TVL;1075;;;;;;;;;;;;;;;;;;;;;;;
KRUIJSWIJK Steven;TVL;114;;;;;;;;;;;;;;;;;;;;;;;
LAPORTE Christophe;TVL;617;;;;;;;;;;;;;;;;;;;;;;;
LEMMEN Bart;TVL;212;;;;;;;;;;;;;;;;;;;;;;;
MCLAY Daniel;TVL;69;;;;;;;;;;;;;;;;;;;;;;;
NORDHAGEN Jørgen;TVL;271;;;;;;;;;;;;;;;;;;;;;;;
TULETT Ben;TVL;468;;;;;;;;;;;;;;;;;;;;;;;
UIJTDEBROEKS Cian;TVL;78;;;;;;;;;;;;;;;;;;;;;;;
VALTER Attila;TVL;413;;;;;;;;;;;;;;;;;;;;;;;
VAN BAARLE Dylan;TVL;63;;;;;;;;;;;;;;;;;;;;;;;
VAN BELLE Loe;TVL;15;;;;;;;;;;;;;;;;;;;;;;;
VAN DER SANDE Tosh;TVL;55;;;;;;;;;;;;;;;;;;;;;;;
VERMOTE Julien;TVL;58;;;;;;;;;;;;;;;;;;;;;;;
ZINGLE Axel;TVL;500;;;;;;;;;;;;;;;;;;;;;;;
ARRIETA LIZARRAGA Igor;UAD;220;;;;;;;;;;;;;;;;;;;;;;;
AYUSO PESQUERA Juan;UAD;1196;;;;;;;;;;;;;;;;;;;;;;;
BARONCINI Filippo;UAD;526;;;;;;;;;;;;;;;;;;;;;;;
BJERG Mikkel Norsgaard;UAD;255;;;;;;;;;;;;;;;;;;;;;;;
CHRISTEN Jan;UAD;703;;;;;;;;;;;;;;;;;;;;;;;
COVI Alessandro;UAD;423;;;;;;;;;;;;;;;;;;;;;;;
DEL TORO ROMERO Isaac;UAD;1273;;;;;;;;;;;;;;;;;;;;;;;
GROSSSCHARTNER Felix;UAD;538;;;;;;;;;;;;;;;;;;;;;;;
GROSSSCHARTNER Felix;UAD;538;;;;;;;;;;;;;;;;;;;;;;;
HERREGODTS Rune;UAD;241;;;;;;;;;;;;;;;;;;;;;;;
JOHANSEN Julius;UAD;79;;;;;;;;;;;;;;;;;;;;;;;
LAENGEN Vegard Stake;UAD;25;;;;;;;;;;;;;;;;;;;;;;;
MAJKA Rafal;UAD;217;;;;;;;;;;;;;;;;;;;;;;;
MCNULTY Brandon;UAD;876;;;;;;;;;;;;;;;;;;;;;;;
MOLANO BENAVIDES Juan Sebastian;UAD;380;;;;;;;;;;;;;;;;;;;;;;;
MORGADO Antonio Tomas;UAD;602;;;;;;;;;;;;;;;;;;;;;;;
NOVAK Domen;UAD;150;;;;;;;;;;;;;;;;;;;;;;;
OLIVEIRA Ivo Emanuel Alves;UAD;201;;;;;;;;;;;;;;;;;;;;;;;
OLIVEIRA Rui Filipe Alves;UAD;193;;;;;;;;;;;;;;;;;;;;;;;
TORRES ARIAS Pablo;UAD;205;;;;;;;;;;;;;;;;;;;;;;;
VERMEERSCH Florian;UAD;417;;;;;;;;;;;;;;;;;;;;;;;
VINE Jay;UAD;854;;;;;;;;;;;;;;;;;;;;;;;
BEVORT Carl-Frederik;UXM;15;;;;;;;;;;;;;;;;;;;;;;;
BLIKRA Erlend Jordbrekk;UXM;362;;;;;;;;;;;;;;;;;;;;;;;
BUGGE Martin Urianstad;UXM;10;;;;;;;;;;;;;;;;;;;;;;;
DALBY Simon;UXM;100;;;;;;;;;;;;;;;;;;;;;;;
DVERSNES Fredrik;UXM;515;;;;;;;;;;;;;;;;;;;;;;;
HOLTER Aadne;UXM;176;;;;;;;;;;;;;;;;;;;;;;;
HVIDEBERG Jonas Iversby;UXM;31;;;;;;;;;;;;;;;;;;;;;;;
JANSEN Amund Grøndahl;UXM;10;;;;;;;;;;;;;;;;;;;;;;;
KRISTOFF Alexander;UXM;723;;;;;;;;;;;;;;;;;;;;;;;
KRON Andreas Lorentz;UXM;56;;;;;;;;;;;;;;;;;;;;;;;
KULSET Johannes;UXM;332;;;;;;;;;;;;;;;;;;;;;;;
KULSET Magnus;UXM;5;;;;;;;;;;;;;;;;;;;;;;;
LEVY William Blume;UXM;59;;;;;;;;;;;;;;;;;;;;;;;
LØLAND Sakarias Koller;UXM;135;;;;;;;;;;;;;;;;;;;;;;;
PEDERSEN Henrik Breiner;UXM;60;;;;;;;;;;;;;;;;;;;;;;;
RESELL Erik Nordsaeter;UXM;76;;;;;;;;;;;;;;;;;;;;;;;
SKAARSETH Anders;UXM;56;;;;;;;;;;;;;;;;;;;;;;;
TILLER Rasmus Fossum;UXM;270;;;;;;;;;;;;;;;;;;;;;;;
WALLIN Rasmus Bøgh;UXM;58;;;;;;;;;;;;;;;;;;;;;;;
BALLERINI Davide;XAT;260;;;;;;;;;;;;;;;;;;;;;;;
BETTIOL Alberto;XAT;308;;;;;;;;;;;;;;;;;;;;;;;
BOL Cees;XAT;316;;;;;;;;;;;;;;;;;;;;;;;
CHARMIG Anthon;XAT;225;;;;;;;;;;;;;;;;;;;;;;;
CONCI Nicola;XAT;100;;;;;;;;;;;;;;;;;;;;;;;
FEDOROV Yevgeniy;XAT;166;;;;;;;;;;;;;;;;;;;;;;;
FORTUNATO Lorenzo;XAT;861;;;;;;;;;;;;;;;;;;;;;;;
GATE Aaron;XAT;573;;;;;;;;;;;;;;;;;;;;;;;
GAZZOLI Michele;XAT;25;;;;;;;;;;;;;;;;;;;;;;;
KAJAMINI Florian Samuel;XAT;63;;;;;;;;;;;;;;;;;;;;;;;
KANTER Max;XAT;539;;;;;;;;;;;;;;;;;;;;;;;
KUZMIN Anton;XAT;73;;;;;;;;;;;;;;;;;;;;;;;
LOPEZ GRANIZO Harold Martin;XAT;609;;;;;;;;;;;;;;;;;;;;;;;
MALUCELLI Matteo;XAT;364;;;;;;;;;;;;;;;;;;;;;;;
MASNADA Fausto;XAT;60;;;;;;;;;;;;;;;;;;;;;;;
MULUBRHAN Henok;XAT;455;;;;;;;;;;;;;;;;;;;;;;;
POELS Wout;XAT;366;;;;;;;;;;;;;;;;;;;;;;;
ROMELE Alessandro;XAT;207;;;;;;;;;;;;;;;;;;;;;;;
SCARONI Christian;XAT;783;;;;;;;;;;;;;;;;;;;;;;;
SCHELLING Ide;XAT;40;;;;;;;;;;;;;;;;;;;;;;;
SU Haoyu;XAT;7;;;;;;;;;;;;;;;;;;;;;;;
TEUNISSEN Mike;XAT;716;;;;;;;;;;;;;;;;;;;;;;;
TONEATTI Davide;XAT;129;;;;;;;;;;;;;;;;;;;;;;;
ULISSI Diego;XAT;997;;;;;;;;;;;;;;;;;;;;;;;
VAN BEKKUM Darren;XAT;17;;;;;;;;;;;;;;;;;;;;;;;
VINOKUROV Nicolya;XAT;76;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
;;0;;;;;;;;;;;;;;;;;;;;;;;
